Bin	TCGA-BT-A3PJ	TCGA-DK-A1A7	TCGA-FD-A3N5	TCGA-FT-A3EE	pooled_low_WT	TCGA-BL-A13J	TCGA-BT-A20T	TCGA-BT-A20V	TCGA-BT-A2LA	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-DK-A1AA	TCGA-DK-A3IL	TCGA-GD-A2C5	TCGA-H4-A2HQ
chr1-233535435-234535434	0.435414	1.32075	1.26697	1.07143	0.749064	0.58651	2.37389	0.630915	1.09091	1.0453	1.61943	0.955414	1.69492	0.9375	1.58311
chr1-235535435-236535434	0.524934	0.52356	1.11421	0.993377	0.500626	0.884956	0.554017	0	0.280899	1.43369	0.534759	0.2849	0.728597	0.293255	0.26643
chr1-236535435-237535434	0.872093	1.33588	0.551471	2.50784	1.12227	0	1.4245	1.07143	1.20482	0.383142	1.73077	1.39276	0.739372	0.990099	1.43113
chr1-237535435-238535434	1.36986	2.02206	1.20706	2.51799	2.21932	3.77358	3.8674	1.63934	2.97398	0.355872	3.68932	3.69231	1.59046	0.696864	2.96684
chr1-238535435-239535434	1.76391	2.30326	2.22437	3.7037	3.0914	3.97554	4.88599	3.14961	3.00752	3.11284	2.37226	4.69799	2.82258	2.21519	3.30357
chr1-239535435-240535434	0.894188	0.392157	1.4437	3.10345	1.82173	1.84049	2.04678	3.23741	0.729927	1.88679	2.3301	1.9802	1.75439	2.28013	2.53394
chr1-240535435-241535434	1.1611	1.4733	1.06383	1.70068	2.0073	3.75	1.66667	1.89394	2.37288	1.07914	1.58416	2.17391	2.4948	0.625	3.2967
chr1-243535435-244535434	0.713267	1.17417	0.811542	1.96078	0.722022	1.33333	0.869565	2.09059	0.980392	0	0.560748	0.874636	0.948767	0.330033	1.70098
chr1-244535435-245535434	0.388098	0.869565	1.88492	0.986842	0.421496	0.550964	0.531915	1.53846	0.294118	0	0.552486	0.607903	0.359066	0.895522	1.14236
chr1-245535435-246535434	0.705219	0.341297	1.12782	1.49254	0.679117	0.862069	1.54639	2.90323	0.9375	1.02041	0.865052	0.859599	0.561798	0.986842	0.531915
chr10-1010001-2010000	0.987306	0.505051	1.72257	0.680272	1.1194	1.86335	1.09589	0.923077	0.26178	1.53374	2.50965	0.8	0.534759	1.12676	1.54506
chr10-2010001-3010000	1.04167	1.38408	1.19595	0.958466	1.5544	3.14465	2.31214	1.37457	0.649351	2.54545	3.15789	0.900901	1.65441	2.1875	1.85701
chr10-3010001-4010000	1.52672	0.847458	1.62214	1.91693	1.00727	0.892857	0.510204	1.1976	0	1.26582	0.508475	0.297619	0.775194	0.632911	0.0849618
chr10-4010001-5010000	0.412088	0.186567	1.78236	0.651466	1.16129	1.2012	0.307692	1.52672	0.684932	0.3861	0.387597	0.318471	0.18315	0.322581	0.253165
chr10-6010001-7010000	0.267023	0.731261	1.34771	0.680272	0.510783	0.9375	0.589971	0.623053	0.322581	0.996678	0.177936	1.17647	1.14943	0	0.170794
chr10-7010001-8010000	0.863309	0.742115	0.768492	1.78571	0.524476	1.22699	0.593472	1.04167	0.289017	0.757576	1.1194	0.60241	1.49813	0.60241	0.695652
chr10-8010001-9010000	1.15108	1.03986	1.57791	0.675676	1.16636	1.24224	0.269542	0	0.696864	1.03448	0.567108	0.299401	0.380228	1.22699	0.268097
chr10-9010001-10010000	2.37762	1.58103	1.19816	1.36054	1.08626	0.615385	0.286533	2.07469	0.75188	2.98507	0.779727	0.324675	0.787402	0.946372	0.528634
chr10-10010001-11010000	0.721501	0.739372	1.66341	1.77305	1.05263	3.54839	1.20846	1.27796	0.346021	1.40845	1.40562	0.581395	1.67364	2.23642	0.86881
chr10-11010001-12010000	0.973574	1.7452	1.67653	1.23077	0.897868	0.857143	0.261097	0.660066	0.833333	1.03093	0.8726	1.10497	0.884956	2.18069	0.71048
chr10-13010001-14010000	0.681199	0.522648	0.649954	0.704225	0.942873	0.879765	0.550964	0.643087	0.911854	1.04895	0.655738	0.60423	1.13208	0	0.266667
chr10-14010001-15010000	1.28388	0.907441	1.09344	1.88679	0.895522	1.03806	1.46199	1.38889	0.367647	1.44404	0.891266	0.623053	0.60241	0.934579	0.658979
chr10-15010001-16010000	1.06383	1.08303	1.15146	2.06897	1.22775	1.51976	1.10193	1.25392	0.867052	1.27796	1.3986	1.21951	1.68539	0.940439	1.06383
chr10-16010001-17010000	0.973574	0.5386	1.02041	2.17391	1.53186	2.25806	1.17302	0.714286	0	0.3663	3.33988	0.617284	0.938086	1.59744	1.29271
chr10-19010001-20010000	2.27596	0.759013	0.849057	0.353357	2.38253	1.91693	3.72671	4.10448	1.5444	1.07914	2.55941	4.38596	1.7341	2.67559	1.20378
chr10-20010001-21010000	2	2.48963	0.733945	1.0453	1.1378	0.970874	1.40056	2.35294	2.73438	2.75591	1.53846	0.946372	0.589391	0.687285	0.942507
chr10-21010001-22010000	0.692521	1.61871	0.891089	1.30719	0.744417	0.555556	0	0.711744	0.660066	0.704225	1.11524	0.906344	0.994036	0	0.431034
chr10-22010001-23010000	0.711238	0.541516	0.666032	1.79211	1.01523	1.12045	1.15942	1.71233	0.641026	0	0.727273	0	0.369004	0.31348	0.175439
chr10-23010001-24010000	1.40647	0.533808	0.650558	1.5873	1.35834	1.60256	1.17647	1.2987	0	0.696864	1.60321	0.298507	0.785855	1.67131	0.767918
chr10-24010001-25010000	1.24654	0.773694	0.392542	2.43902	0.891152	0	0.292398	0.384615	0.628931	1.06383	0.366972	0.574713	0.994036	0.341297	0.446828
chr10-25010001-26010000	1.04712	0.967118	0.854701	1.14068	1.59803	2.39521	0.887574	0.359712	0.983607	2.29008	0.956023	1.6129	2.0202	1.15274	0.733945
chr10-26010001-27010000	1.12835	1.74825	1.06383	1.68919	1.60875	3.20513	4.21687	2.74914	0.321543	2.89855	2.95203	2.97619	1.79533	2.64901	1.35993
chr10-27010001-28010000	0.506971	1.35135	0.694444	1.87266	0.845804	0.547945	1.25945	0.353357	0	1.0453	0.736648	0.923077	0.185874	0.607903	0.252951
chr10-28010001-29010000	1.43472	0.581395	0.464684	2.08333	0.910194	0.30303	0	0.35461	0.324675	1.40351	1.01626	1.57729	1.22449	0.3367	0.334728
chr10-29010001-30010000	1.16788	1.27971	0.550964	0.993377	0.39818	0.549451	0.573066	0.746269	0.996678	1	0.546448	0	0.899281	0.600601	0.335289
chr10-30010001-31010000	1.28571	1.06383	0.376648	1.24224	1.02968	0.84507	0.278552	0	0	2.34375	0.731261	0.286533	0.70922	0.952381	0.176367
chr10-31010001-32010000	0.793651	1.23675	0.387597	2	0.685871	0.340136	0.911854	1.71821	0.677966	0.346021	1.09489	0.297619	0.894454	0.342466	0.18315
chr10-33010001-34010000	0.859599	1.30597	0.662879	1.34228	0.928218	1.31579	0.552486	1.80505	0	1.06007	0.389864	0.617284	1.30112	0.643087	0.524934
chr10-34010001-35010000	0.582242	1.69811	0.453309	1.07914	0.871731	0.595238	0.292398	0.33557	0.314465	0.398406	0.965251	0.909091	0.368324	0.326797	0.276243
chr10-35010001-36010000	1.43266	0.796813	0.479846	1.3986	0.947867	1.15607	0.744417	0.961538	0	0.383142	0.179211	0.289017	0.543478	0.655738	0.0866551
chr10-36010001-37010000	1.83099	1.35135	0.360685	0.668896	2.35819	1.5015	1.78042	1.50943	0.380228	1.77936	1.91205	1.51976	1.59363	3.66972	1.3624
chr10-43254936-44254935	1.52478	0.653595	1.38632	0.677966	0.837989	1.08992	0	2	0	0.325733	1.49254	0.591716	1.16861	0.295858	0.171969
chr10-44254936-45254935	1.18519	1.80361	1.02996	0.655738	0.873362	2.57143	0.903614	1.9802	0.607903	0.704225	1.13636	2.10843	0.373134	0.974026	0.518583
chr10-53254936-54254935	1.34228	0.776699	0.854701	0.371747	1.35593	1.25	1.26582	0.858369	0.784314	0.358423	1.31332	1.22699	0.585938	1.77936	1.16383
chr10-54254936-55254935	0.619195	0.196464	1.10442	0.369004	1.02041	0.278552	0.961538	0.722022	0	0.763359	0.570342	0.591716	0.207039	0.655738	0.775194
chr10-55254936-56254935	1.68303	0.368324	1.58434	1.14943	1.67131	1.875	1.4881	1.18577	2.32558	0.763359	0.785855	3.01003	1.22951	2.12014	0.849057
chr10-57254936-58254935	1.29683	1.11524	2.39234	0.346021	2.97372	2.87356	3.18841	1.18577	0.404858	1.10701	2.33463	4.02477	2	3.48432	0.947459
chr10-58254936-59254935	0.970874	1.29032	1.56098	0.34965	2.30196	2.5	0.949367	0	0.851064	1.20482	2.30326	0.958466	1.34875	4.36364	2.00174
chr10-59254936-60254935	1.75439	0.585938	1.41911	1.00334	1.76586	0.623053	1.24224	0.384615	2.02429	1.74216	0.931099	2.0202	0.392157	0.310559	0.426621
chr10-60254936-61254935	0.857143	0.767754	1.1583	0.716846	1.26921	0.986842	2.86624	0.4	1.76056	0	2.27273	0.554017	0.389105	0.327869	1.81159
chr10-61254936-62254935	2.47093	0.554529	1.02708	1.8797	0.872818	0.268097	0.291545	0.363636	1.63265	0	1.10497	0.638978	0.410678	0	0.246103
chr10-62254936-63254935	1.0596	0.544465	0.58309	0.347222	0.789993	0.323625	0.60241	0	0.732601	0	0.37594	0.308642	0.929368	0.315457	0.186047
chr10-63254936-64254935	1.12045	0.390625	1.66016	0.692042	0.388098	0.58651	1.12676	1	0	1.10701	0.433839	0	0.207039	0.980392	0.0848896
chr10-64254936-65254935	0.559441	1.32325	1.40562	0.714286	1.0303	0.621118	1.38889	0.327869	0.333333	1.74216	0.905797	0.874636	0.179856	0.326797	0.181488
chr10-65254936-66254935	1.21457	0	1.63148	0	1.21328	0.593472	1.65017	1.56863	0.757576	0.395257	1.16054	1.65017	0.767754	1.20846	0.262467
chr10-66254936-67254935	2.15716	0.413223	0.962464	1.08696	1.35044	0.653595	1.36054	0.699301	0.416667	0.735294	1.00604	2.32558	0.809717	1.63399	1.48285
chr10-67254936-68254935	1.39104	1.01215	1.26459	1.55039	1.84175	0.31348	3.27869	0.760456	1.5625	0.395257	1.93798	1.45349	1.71674	3.16456	1.41593
chr10-71254936-72254935	1.07962	0.3367	1.13422	0	1.11421	0.289855	1.03093	0.967742	0.920245	0	0.350877	0	0.180832	0.546448	0.0857633
chr10-72254936-73254935	0.825309	0.883392	1.1215	0.694444	0.442478	0	0.280112	0	0.287356	0	0	0.275482	0.175131	1.21581	0.26455
chr10-73254936-74254935	0.788436	0.163666	0.985663	0.357143	0.657174	0	0.259067	0	0.2849	0	0.176056	0.537634	0.347222	0.298507	0.445236
chr10-76254936-77254935	0.396301	0.525394	1.31703	1.12782	0.346821	0.320513	0.606061	0	0.294985	0	1.06762	0.842697	0.361011	0	0
chr10-77254936-78254935	0.141443	0.899281	1.2476	1.13208	0.745342	0.58651	0.940439	0	0.680272	1.27119	0.21692	0	0.589391	0.903614	0.351494
chr10-78254936-79254935	0.298954	0.379507	1.26214	0.816327	0.956633	0.536193	1.26984	0.649351	0.704225	0.343643	0.392157	0	0.3861	0	0.539568
chr10-79254936-80254935	0.549451	0.965251	0.921659	1.03448	0.768808	0.266667	0.819672	0.321543	0	0.304878	0.763359	0.555556	0.924214	0.519481	0.267857
chr10-80254936-81254935	0.404858	0.567108	1.52526	2.01342	0.328947	0.746269	0.862069	0.898204	1.36612	0.3367	0.168634	0.564972	0.171233	0	0.321285
chr10-82254936-83254935	1.40056	0.376648	0.39801	0.689655	1.1976	0.58651	0.598802	0	1.51515	0.343643	1.18343	0.660066	0.782779	0.657895	1.7071
chr10-83254936-84254935	0.998573	1.19284	0.6	2.5	2.1607	1.92308	2.44648	1.10294	0.974026	1.50943	3.31384	1.3245	0.574713	0.323625	1.5343
chr10-84254936-85254935	0.842697	1.89394	0.595238	1.07914	2.72665	1.98675	3.26797	1.65289	0.763359	1.55039	3.02457	1.9802	1.16505	2.04082	1.70293
chr10-85254936-86254935	0.290276	0.738007	0.669216	1.31148	1.0828	0.623053	1.65289	0.668896	0.682594	0.766284	1.1583	1.21212	0.606061	1.18694	0.618375
chr10-86254936-87254935	0.849858	0.194553	0.669856	1.45985	0.956023	0.655738	1.14613	0.757576	0	0.367647	1.27042	0.330033	0.36036	0.319489	1.96813
chr10-87254936-88254935	0	0	0.556586	1.37457	1.79718	1.51976	1.72414	0	1.64474	0.657895	1.89655	1.81269	0.375235	0.334448	0.832562
chr10-89254936-90254935	0.929615	0.203666	0.453721	0.729927	0.330469	0.301205	0.304878	0.434783	0.409836	0.37037	0.972763	0	0	0.949367	0.375587
chr10-90254936-91254935	0.544959	0.566038	0.662252	2.04082	0.271924	0	0.555556	0.806452	0.732601	0.380228	0.998004	0.328947	1.15607	0	0.271985
chr10-91254936-92254935	1.02941	0.544465	0.56444	1.05263	1.07744	0.96463	0.958466	1.16732	0.763359	1.21457	1.4652	0.324675	1.28755	1.33779	0.458716
chr10-92254936-93254935	0.142045	0.575816	0.369004	1.03093	0.822264	0	0.626959	0	1.10701	0.729927	1.87617	0.993377	0.37037	1.21212	0.512821
chr10-94254936-95254935	0.425532	0.350877	0.479386	1.22449	1.20992	0.299401	0.917431	0.326797	0	0.706714	0	0.307692	0.619835	0.330033	0.170213
chr10-95254936-96254935	0.687758	0.369004	0.0922509	0.727273	0.827498	0.311526	0.874636	0.342466	0.666667	0	0.578035	0.867052	0.204082	1.20846	0.0856898
chr10-97254936-98254935	0.14556	0.77821	0.703518	1.42349	0.236686	0	1.07527	0.320513	0	0.393701	0.524476	0.566572	0.391389	0.660066	0.0864304
chr10-98254936-99254935	0.657895	0.695652	0.85796	2.09059	0.623583	0.58309	0.27248	0	0.857143	0.716846	0.33557	0	0.35461	0.589971	0.433651
chr10-99254936-100254935	0.550206	1.04895	0.377715	2.7027	0.739056	0.2849	0.550964	0.323625	0.561798	0.343643	0.366972	0.57971	0.37594	0.958466	0.682594
chr10-102254936-103254935	0.131926	0.534759	0.367309	0.671141	0.816993	0.265957	1.10497	0.980392	0	0.638978	0.650407	0.293255	0.159744	0.294118	0.347826
chr10-103254936-104254935	0.803213	0.36036	0.369344	1.38889	0.729927	0.289855	0.252525	0.593472	0.268817	0.318471	0.367647	0	0.184843	0.58309	0.167645
chr10-105254936-106254935	0.689655	0	0.579151	0	0.756694	0	1.49254	1.04167	0.316456	0	0.766284	0.584795	0.183486	0.643087	0.165289
chr10-106254936-107254935	1.88406	0.398406	0.516529	0.996678	2.29592	0.900901	3.81232	1.42349	0.8	0	2.38569	2.89389	0.757576	0.859599	1.56114
chr10-107254936-108254935	0.589971	0.568182	1.06075	1.3986	1.4276	1.52905	2.71903	2.24719	0.862069	3.87931	1.96464	2.98013	0.587084	2.72109	0.795756
chr10-108254936-109254935	1.90476	1.43627	0.37594	0.724638	2.36876	3.25444	0.877193	4.56432	1.87266	1.70213	2.38532	2.6087	1.01833	3.23625	1.54968
chr10-109254936-110254935	0.568182	0.982318	1.32576	0.3367	1.90414	2.7933	2.10843	3.65854	1.51515	0.396825	2.51451	3.125	1.62272	3.24675	2.21465
chr10-110254936-111254935	0.981767	0.590551	0.470367	1.43885	1.703	1.45349	0.923077	0.740741	0.684932	0.813008	1.1236	0.879765	0.604839	1.42857	2.30088
chr10-111254936-112254935	1.37741	0.511073	0.93633	0.746269	1.0989	0.301205	1.68539	0.682594	0.626959	1.70068	0.542495	0.320513	0.932836	0.974026	0.53286
chr10-112254936-113254935	0.142857	0.909091	1.00402	0.373134	0.370142	0.31348	1.56658	2.12014	1.03806	0.357143	1.48148	0.849858	0.3663	1.25	0.435161
chr10-113254936-114254935	0.853485	0.6	0.487329	0	1.31839	0.58651	0.595238	1.4652	0	0.389105	1.8622	0.60423	0.180505	1.28205	0.845309
chr10-114254936-115254935	0.414938	1.10906	0.459982	0.363636	0.798526	0	0.591716	1.26183	0.996678	0.320513	0.754717	0.571429	0.181159	0.332226	0.171086
chr10-115254936-116254935	0.544959	0.716846	0.541028	0.955414	0.602773	0.56338	1.21212	0	1.22699	0.342466	0.763359	0.609756	1.04348	0.598802	0.172414
chr10-116254936-117254935	0.97493	0.798403	0.749064	0	0.884956	0	0.808625	1.14068	0.696864	0.384615	0.378788	0.332226	1.0989	0.311526	0.623886
chr10-117254936-118254935	0.577201	0.37037	0.823422	1.03448	1.82648	1.69492	2.34604	1.36054	0.330033	0.732601	2.38532	1.50602	1.38889	0.677966	1.60858
chr10-118254936-119254935	0.573888	0.558659	0.775946	0.314465	0.77427	0.297619	0.246305	1.23077	0.946372	0.714286	1.48148	1.47929	0.363636	0.946372	0.343938
chr10-119254936-120254935	0.57554	1.13422	0.551471	0.714286	0.92081	0.288184	0.684932	1.74825	0.687285	1.44928	0.754717	0.879765	0.749064	0.955414	0.424809
chr10-120254936-121254935	0.410397	1.10906	0.741427	1.01695	0.390843	0.810811	1.1236	0	0	0	0.171233	0.903614	0.854701	0.299401	0.345125
chr10-121254936-122254935	0.558659	1.93798	0.446828	0.754717	0.41225	0.333333	0.589971	1.37931	0.31746	0.70922	0.915751	0.306748	1.0989	0.626959	0.265957
chr10-122254936-123254935	0.436047	1.85185	0.574713	0.813008	0.498753	0.290698	0.293255	1.03806	1.07914	0	0.770713	0.558659	0.196078	0.931677	0.0877963
chr10-123254936-124254935	0.265957	1.03806	0.661626	0	0.715072	0.280112	0.271739	0.655738	0.554017	0	0.194553	1.08696	0.764818	0	0.0821693
chr10-124254936-125254935	0.646831	0.365631	0.309598	0.668896	0.640279	0	1.2012	1.35135	0.321543	0.651466	0	0	1.4	0.940439	0.259965
chr10-125254936-126254935	0.533333	1.07914	0.375235	0.675676	0.485437	0.287356	1.52439	0	0.864553	0.337838	0.34188	1.13314	0.366972	0.2849	0.43554
chr10-126254936-127254935	0.538358	0.356506	0.451264	1.3289	0.604728	0	0.507614	0.334448	1.04439	0.315457	0.334448	0.3003	0.875657	0.27248	0.335008
chr10-127254936-128254935	0.526316	1.86916	0.474383	0	0.619579	0.276243	0.884956	0.711744	0.328947	0	1.14943	0.568182	0.957854	0.283286	0.4363
chr10-129254936-130254935	0.560224	2.07972	0.643974	1.70068	1.5142	0.649351	0.84507	0.353357	0.321543	0.3663	0.530973	0.895522	1.35135	0.653595	0.175593
chr10-130254936-131254935	1.10497	0.166389	0.675024	0.350877	1.10465	1.74927	1.91257	1.41343	0.806452	0.34965	3.04762	1.58228	0.502513	0.58651	1.02041
chr10-131254936-132254935	0.672043	1.473	1.05263	1.04167	0.813008	0.564972	0.702576	2.0649	1.0929	0.949367	0.694444	0.537634	1.08303	1.8018	0.825764
chr10-132254936-133254935	0.909091	0.519931	0.453309	0.740741	1.5864	2.07101	1.82768	1.5873	1.88172	0.34965	1.25224	0.84507	2.14669	0.884956	1.2366
chr10-134254936-135254935	0.224972	0.739645	0.511945	0	0.752879	0.704225	1.02669	0.257732	0.35524	0.777202	0.426136	0.697674	1.0355	0.26178	0.314465
chr11-2010001-3010000	0.732601	0.449775	0.360685	0.591716	0.532172	0.544959	0.236967	1.11732	1.73536	0.555556	0.149254	0.488998	0.647249	0.744417	0.396197
chr11-5010001-6010000	0.299401	0.185529	1.07108	0.996678	1.33758	0.31348	0.297619	0.381679	1.3986	0	1.35922	0.961538	1.04822	0.636943	0.931414
chr11-6010001-7010000	0.527704	0.759013	1.57262	0.33557	0.771056	0.943396	1.16279	0	1.24224	0	0.78125	0.619195	0.580271	1.54321	0.361664
chr11-7010001-8010000	0.567376	0.364964	0.965251	0	0.520156	0.314465	0.895522	0.378788	0.754717	0.722022	1.15385	0.295858	0.647948	0.350877	0.706714
chr11-8010001-9010000	0.829876	0.689655	0.573614	0.687285	0.358423	0.552486	0.294118	0.348432	0	0.327869	0.714286	1.25	1.11524	0.928793	0.449236
chr11-10010001-11010000	0.42735	0.756144	1.32827	0.704225	0.63012	0	0.283286	0.790514	0.668896	0.373134	0.191939	0.304878	0	0.675676	0.172563
chr11-11010001-12010000	0.420168	0	0.662879	0.378788	0.450741	0	0.277008	0	1.0453	0	0.340716	0	1.27273	0.625	0.271003
chr11-12010001-13010000	1.25698	0.369004	0.850662	0	0.689223	0	0.259067	0.37037	1.07527	0.701754	0.700525	0.611621	0.587084	0.607903	0.175593
chr11-13010001-14010000	1.17302	0.568182	0.795229	0	0.364078	0	0	1.62338	0.364964	0	0.181488	0	0.576923	0.566572	0.837989
chr11-15010001-16010000	0.803213	0.539568	1.1988	0	0.675676	0.684932	0.292398	0.364964	2.22222	0.689655	0.571429	2.73973	2.23214	0.903614	0.661001
chr11-16010001-17010000	1.03397	0.190114	0.818182	0.380228	0.392413	0	0.533333	0.342466	0.692042	1.79211	0.910747	0.294985	0.814664	1.40351	0.679694
chr11-17010001-18010000	1.36799	0.547445	0.81448	0.309598	0.395928	0.266667	0	0	0.664452	1.23839	0.343053	0	1.46789	0.892857	0.430663
chr11-19010001-20010000	1.27298	0.557621	1.87933	0	0.429185	0.552486	0	1.36519	1.51976	0.380228	0.179856	0.557103	1.67598	1.00671	0.176678
chr11-20010001-21010000	1.21294	0.407332	1.24402	0.711744	0.873362	0.593472	0.284091	1.18577	0.342466	0.763359	0.368324	1.82927	1.222	0.569801	0.721371
chr11-21010001-22010000	1.82584	0.922509	0.782014	1.44404	1.14449	0.320513	0.265957	1.52091	0.384615	0.452489	0.616016	3.19489	1.83673	0.687285	0.736648
chr11-22010001-23010000	1.04167	0.530035	1.43266	0.760456	1.22616	0	1.09589	1.6	0.390625	0	0.408998	0.977199	1.30354	0.660066	0.905797
chr11-23010001-24010000	0.95498	0.773694	1.4245	1.13208	1.65517	0.321543	0.60241	0.749064	2.07469	0.738007	0.4158	0.325733	1.58416	0	0.647549
chr11-24010001-25010000	1.14613	0.980392	0.883219	1.17647	1.72533	0.877193	0.315457	2.78884	1.25523	0.790514	1	2.42424	1.08696	1.04895	0.628931
chr11-25010001-26010000	1.42248	0	0.864553	0.363636	0.983607	0.57971	0.290698	0.819672	0.722022	0	0.363636	1.16959	1.0101	1.77305	0.833333
chr11-26010001-27010000	0.924499	0.583658	1.58434	0.378788	0.550964	0.569801	0.623053	0	0.706714	1.5625	1.31827	0	1.31291	1.6129	0.267618
chr11-27010001-28010000	0.569801	1.34615	0.960615	1.07914	0.397878	0.30581	0	0.78125	1.14504	0	0.578035	0	0.760456	0.621118	0.356189
chr11-28010001-29010000	0.792602	0.184843	0.775946	0	0.815772	0.859599	0.290698	0.757576	1.16279	0	0.59761	0.623053	1.14679	0.647249	0.274474
chr11-29010001-30010000	1.21029	0.83682	2.17177	0.380228	1.64496	1.79641	1.14613	0	0.819672	0	2.7027	1.49254	0.607287	1.37931	1.29199
chr11-30010001-31010000	0.688705	0.632911	1.14108	0.75188	1.02236	0.60241	0.280899	0.383142	0.714286	0.389105	1.76125	0.315457	0	0.3125	0.646353
chr11-31010001-32010000	0.711238	0.343643	0.954198	0.348432	0.885515	0	0.296736	0.729927	1.29032	0.357143	1.12782	1.54799	0.393701	0.628931	0.900901
chr11-32010001-33010000	0.41841	0.564972	0.926784	0.738007	0.607533	0.609756	0.304878	0	0.628931	1.05263	0.776699	0.332226	0.539568	0.623053	0.438982
chr11-33010001-34010000	1.34048	0.378788	0.735971	0.346021	0.481058	0.268097	0.566572	0.660066	0	0	0.357782	0.323625	1.18812	1.01351	0.514139
chr11-34010001-35010000	1.14943	0.976562	0.835655	0.316456	0.379987	0	0	0	1.55039	0.347222	0	0	0.904159	0	0.183824
chr11-35010001-36010000	0.555556	0.94518	0.852273	0	1.03226	0.298507	0.3003	1.1236	2.02703	0.766284	1.32827	0	1.36187	0.308642	0.353357
chr11-36010001-37010000	1.16788	0.361664	0.769971	1.43885	0.436681	0.275482	0.296736	1.03448	2.68456	0.993377	1.49533	0.284091	1.27042	0.311526	0.813743
chr11-37010001-38010000	2.06349	0.590551	1.38751	0	1.8018	1.52439	1.27796	0.389105	1.6	2.04778	2.86299	2.97619	2.10526	1.35593	2.27273
chr11-38010001-39010000	1.5625	0.581395	1.68067	1.44928	1.77983	0.3003	0.30303	2.17391	1.13208	1.43885	1.02041	2.22222	0.795229	1.67224	1.25112
chr11-39010001-40010000	1.01302	1.24555	1.47601	0	2.02086	0.879765	0.879765	0.743494	2.08333	2.04778	3.25497	4.02477	1.18812	3.0303	2.05541
chr11-40010001-41010000	1.54278	0	1.37112	0.3663	2.74348	2.91262	1.31926	2.35294	0.75188	1.5625	2.6	1.48368	2.15264	2.11268	2.058
chr11-41010001-42010000	2.10379	0.386847	1.79104	1.4652	1.98223	2.48447	1.96078	3.52113	3.18725	0.763359	2.01207	2.64026	1.84502	1.63399	1.28088
chr11-42010001-43010000	1.00143	0.986193	1.37931	0.387597	1.30208	0.911854	1.61812	1.53257	3.53357	1.08696	2.07156	2.09059	1.81818	2.08955	2.83437
chr11-43010001-44010000	0.846262	0.546448	1.32075	0.328947	0.518471	0.31348	0.613497	0.732601	0	0.393701	0.904159	2.63158	0.570342	0	0.951557
chr11-44010001-45010000	0.398936	0.169492	0.925069	1.02041	0.406504	0.833333	0.265252	0.323625	0.874636	0.333333	0.510204	1.02828	0.561798	0.289017	0.642202
chr11-45010001-46010000	1.02339	0.391389	0.754717	0.3861	0.396825	1.73913	0.821918	0	0.628931	0.632911	0.689655	0	0.706714	0	0.250417
chr11-46010001-47010000	0.673854	0.353357	0.577478	1.29032	0.288018	0.3125	0.298507	0.308642	0	0	0.176991	0.291545	0.540541	1.23457	0.357782
